# protein_xref_1	protein_xref_2	alternative_identifiers_1	alternative_identifiers_2	protein_alias_1	protein_alias_2	detection_method	author_name	pmid	protein_taxid_1	protein_taxid_2	interaction_type	source_database_id	database_identifier	confidence
uniprotkb:Q12959	uniprotkb:P27962	intact:EBI-357481|uniprotkb:Q12958|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:D3DXB8|uniprotkb:D3DXB9|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21	intact:EBI-11793889	psi-mi:dlg1_human(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ve6_hpvme(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0084(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	9606	10602	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11793899|imex:IM-25074-14	intact-miscore:0.40
uniprotkb:Q15365	uniprotkb:P06422	intact:EBI-946095|uniprotkb:Q13157|uniprotkb:Q14975	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:pcbp1_human(display_long)|uniprotkb:Heterogeneous nuclear ribonucleoprotein E1(gene name synonym)|uniprotkb:PCBP1(gene name)|psi-mi:PCBP1(display_short)|uniprotkb:Alpha-CP1(gene name synonym)|uniprotkb:Nucleic acid-binding protein SUB2.3(gene name synonym)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048427|psi-mi:MI:0471|imex:IM-25807-279	author score:17.67|intact-miscore:0.37
uniprotkb:Q15365	uniprotkb:P06428	uniprotkb:PCBP1_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:PCBP1_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14537|virhostnet-nrid:13754	virhostnet-miscore:0.32715574
uniprotkb:Q15365	uniprotkb:P06422	uniprotkb:PCBP1_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:PCBP1_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11229|virhostnet-nrid:10561	virhostnet-miscore:0.32715574
uniprotkb:Q9UM11	uniprotkb:P06422	uniprotkb:FZR1_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:FZR1_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:10936|virhostnet-nrid:10269	virhostnet-miscore:0.32715574
uniprotkb:Q9UM11	uniprotkb:P06422	intact:EBI-724997|uniprotkb:O75869|uniprotkb:Q86U66|uniprotkb:Q96NW8|uniprotkb:Q9UI96|uniprotkb:Q9ULH8|uniprotkb:Q9UM10|uniprotkb:Q9UNQ1|uniprotkb:Q9Y2T8|intact:EBI-2558941	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:fzr1_human(display_long)|uniprotkb:FYR(gene name synonym)|uniprotkb:FZR(gene name synonym)|uniprotkb:KIAA1242(gene name synonym)|uniprotkb:FZR1(gene name)|psi-mi:FZR1(display_short)|uniprotkb:CDH1(gene name synonym)|uniprotkb:Cdh1/Hct1 homolog(gene name synonym)|uniprotkb:CDC20-like protein 1(gene name synonym)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048908|psi-mi:MI:0471|imex:IM-25807-318	author score:5.70|intact-miscore:0.37
uniprotkb:O60885	uniprotkb:P06422	uniprotkb:BRD4_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:BRD4_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:17040|virhostnet-nrid:16110	virhostnet-miscore:0.32715574
uniprotkb:O60885	uniprotkb:P06422	intact:EBI-723869|uniprotkb:O60433|uniprotkb:Q86YS8|uniprotkb:Q96PD3|uniprotkb:Q4G0X8	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:brd4_human(display_long)|uniprotkb:Protein HUNK1(gene name synonym)|uniprotkb:BRD4(gene name)|psi-mi:BRD4(display_short)|uniprotkb:HUNK1(gene name synonym)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048511|psi-mi:MI:0471|imex:IM-25807-286	author score:200.90|intact-miscore:0.37
uniprotkb:P05787	uniprotkb:P06428	uniprotkb:K2C8_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:K2C8_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14542|virhostnet-nrid:13759	virhostnet-miscore:0.32715574
uniprotkb:Q13546	uniprotkb:P06428	uniprotkb:RIPK1_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:RIPK1_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14491|virhostnet-nrid:13711	virhostnet-miscore:0.32715574
uniprotkb:Q15003	uniprotkb:P06428	uniprotkb:CND2_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:CND2_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14449|virhostnet-nrid:13670	virhostnet-miscore:0.32715574
uniprotkb:Q15629	uniprotkb:P06428	uniprotkb:TRAM1_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:TRAM1_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:4149|virhostnet-nrid:4134	virhostnet-miscore:0.32715574
uniprotkb:Q15629	uniprotkb:P06428	intact:EBI-1788852|uniprotkb:B4E0K2	intact:EBI-7463243|intact:MINT-154050	psi-mi:tram1_human(display_long)|uniprotkb:TRAM1(gene name)|psi-mi:TRAM1(display_short)|uniprotkb:TRAM(gene name synonym)	psi-mi:ve6_hpv08(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722493|psi-mi:MI:0471|imex:IM-25307-621	intact-miscore:0.35
uniprotkb:Q9UNK0	uniprotkb:P06430	uniprotkb:STX8_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:STX8_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14686|virhostnet-nrid:13900	virhostnet-miscore:0.32715574
uniprotkb:Q9P0J7	uniprotkb:P06430	uniprotkb:KCMF1_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:KCMF1_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13770|virhostnet-nrid:13009	virhostnet-miscore:0.32715574
uniprotkb:Q9P0J7	uniprotkb:P06430	intact:EBI-6870925|uniprotkb:Q9UFE8|uniprotkb:Q9H8P5|uniprotkb:Q4ZG04|uniprotkb:Q9BWK2|uniprotkb:Q53SC7	intact:EBI-11722553	psi-mi:kcmf1_human(display_long)|uniprotkb:KCMF1(gene name)|psi-mi:KCMF1(display_short)|uniprotkb:RING-type E3 ubiquitin transferase KCMF1(gene name synonym)|uniprotkb:FGF-induced in gastric cancer(gene name synonym)|uniprotkb:FIGC(gene name synonym)|uniprotkb:Potassium channel modulatory factor(gene name synonym)|uniprotkb:ZZ-type zinc finger-containing protein 1(gene name synonym)|uniprotkb:ZZZ1(gene name synonym)	psi-mi:ve7_hpv08(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722566|psi-mi:MI:0471|imex:IM-25307-581	intact-miscore:0.35
uniprotkb:P48960	uniprotkb:P06428	uniprotkb:CD97_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:CD97_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14452|virhostnet-nrid:13673	virhostnet-miscore:0.32715574
uniprotkb:P06400	uniprotkb:P06430	intact:EBI-491274|uniprotkb:P78499|uniprotkb:Q5VW46|uniprotkb:Q8IZL4|uniprotkb:A8K5E3	intact:EBI-11722553	psi-mi:rb_human(display_long)|uniprotkb:pRb(gene name synonym)|uniprotkb:pp110(gene name synonym)|uniprotkb:p105-Rb(gene name synonym)|uniprotkb:RB1(gene name)|psi-mi:RB1(display_short)	psi-mi:ve7_hpv08(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722566|psi-mi:MI:0471|imex:IM-25307-581	intact-miscore:0.35
uniprotkb:P06400	uniprotkb:P06430	uniprotkb:RB_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:RB_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13775|virhostnet-nrid:13014	virhostnet-miscore:0.32715574
uniprotkb:P62937	uniprotkb:P06428	uniprotkb:PPIA_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:PPIA_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14576|virhostnet-nrid:13792	virhostnet-miscore:0.32715574
uniprotkb:Q9BXK5	uniprotkb:P06422	uniprotkb:B2L13_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:B2L13_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:17031|virhostnet-nrid:16102	virhostnet-miscore:0.32715574
uniprotkb:Q9BXK5	uniprotkb:P06422	intact:EBI-747430|uniprotkb:Q96B37|uniprotkb:Q96IB7|uniprotkb:Q9BY01|uniprotkb:Q9HC05|uniprotkb:Q9UFE0|uniprotkb:Q9UKN3|uniprotkb:B3KPE7	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:b2l13_human(display_long)|uniprotkb:Protein Mil1(gene name synonym)|uniprotkb:Bcl-rambo(gene name synonym)|uniprotkb:BCL2L13(gene name)|psi-mi:BCL2L13(display_short)|uniprotkb:MIL1(gene name synonym)|uniprotkb:CD003(orf name)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048631|psi-mi:MI:0471|imex:IM-25807-296	author score:31.86|intact-miscore:0.37
uniprotkb:Q12933	uniprotkb:P06430	uniprotkb:TRAF2_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:TRAF2_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0090(protein complementation assay)	-	pubmed:28786561	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23097|virhostnet-nrid:21983	virhostnet-miscore:0.32715574
uniprotkb:P22415	uniprotkb:P06430	uniprotkb:USF1_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:USF1_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11765|virhostnet-nrid:11037	virhostnet-miscore:0.42464948
uniprotkb:P22415	uniprotkb:P06430	intact:EBI-1054489|uniprotkb:Q5SY46|uniprotkb:B2RBZ4|uniprotkb:Q7Z5Y1	intact:EBI-11722553	psi-mi:usf1_human(display_long)|uniprotkb:BHLHB11(gene name synonym)|uniprotkb:Class B basic helix-loop-helix protein 11(gene name synonym)|uniprotkb:Major late transcription factor 1(gene name synonym)|uniprotkb:USF1(gene name)|psi-mi:USF1(display_short)|uniprotkb:USF(gene name synonym)	psi-mi:ve7_hpv08(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0397(two hybrid array)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11738181|psi-mi:MI:0471|imex:IM-25307-259	intact-miscore:0.37
uniprotkb:P31946	uniprotkb:P06428	uniprotkb:1433B_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:1433B_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14530|virhostnet-nrid:13748	virhostnet-miscore:0.32715574
uniprotkb:Q92793	uniprotkb:P06428	uniprotkb:CBP_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:CBP_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14276|virhostnet-nrid:13504	virhostnet-miscore:0.32715574
uniprotkb:Q92793	uniprotkb:P06428	intact:EBI-81215|uniprotkb:O00147|uniprotkb:Q16376|uniprotkb:D3DUC9|uniprotkb:Q4LE28|dip:DIP-952N	intact:EBI-7463243|intact:MINT-154050	psi-mi:cbp_human(display_long)|uniprotkb:CREBBP(gene name)|psi-mi:CREBBP(display_short)|uniprotkb:CBP(gene name synonym)	psi-mi:ve6_hpv08(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722493|psi-mi:MI:0471|imex:IM-25307-621	intact-miscore:0.35
uniprotkb:Q7Z6Z7	uniprotkb:P06422	uniprotkb:HUWE1_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:HUWE1_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11128|virhostnet-nrid:10460	virhostnet-miscore:0.32715574
uniprotkb:Q7Z6Z7	uniprotkb:P06422	intact:EBI-625934|uniprotkb:O15029|uniprotkb:Q4G2Z2|uniprotkb:Q5H961|uniprotkb:Q6P4D0|uniprotkb:Q8NG67|uniprotkb:Q9BUI0|uniprotkb:Q9HCJ4|uniprotkb:Q9NSL6|uniprotkb:Q9P0A9	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:huwe1_human(display_long)|uniprotkb:HECT, UBA and WWE domain-containing protein 1(gene name synonym)|uniprotkb:Upstream regulatory element-binding protein 1(gene name synonym)|uniprotkb:Mcl-1 ubiquitin ligase E3(gene name synonym)|uniprotkb:ARF-binding protein 1(gene name synonym)|uniprotkb:Large structure of UREB1(gene name synonym)|uniprotkb:Homologous to E6AP carboxyl terminus homologous protein 9(gene name synonym)|uniprotkb:HUWE1(gene name)|psi-mi:HUWE1(display_short)|uniprotkb:KIAA0312(gene name synonym)|uniprotkb:KIAA1578(gene name synonym)|uniprotkb:HSPC272(orf name)|uniprotkb:HECT-type E3 ubiquitin transferase HUWE1(gene name synonym)|uniprotkb:UREB1(gene name synonym)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048595|psi-mi:MI:0471|imex:IM-25807-293	author score:3.61|intact-miscore:0.37
uniprotkb:P42704	uniprotkb:P06428	intact:EBI-1050853|uniprotkb:A0PJE3|uniprotkb:A8K1V1|uniprotkb:Q53PC0|uniprotkb:Q53QN7|uniprotkb:Q96D84|uniprotkb:Q6ZUD8|uniprotkb:Q7Z7A6	intact:EBI-7463243|intact:MINT-154050	psi-mi:lpprc_human(display_long)|uniprotkb:130 kDa leucine-rich protein(gene name synonym)|uniprotkb:GP130(gene name synonym)|uniprotkb:LRPPRC(gene name)|psi-mi:LRPPRC(display_short)|uniprotkb:LRP130(gene name synonym)	psi-mi:ve6_hpv08(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722493|psi-mi:MI:0471|imex:IM-25307-621	intact-miscore:0.35
uniprotkb:P42704	uniprotkb:P06428	uniprotkb:LPPRC_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:LPPRC_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:4009|virhostnet-nrid:3994	virhostnet-miscore:0.32715574
uniprotkb:P51572	uniprotkb:P06428	uniprotkb:BAP31_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:BAP31_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14569|virhostnet-nrid:13785	virhostnet-miscore:0.32715574
uniprotkb:Q13263	uniprotkb:P06430	uniprotkb:TIF1B_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:TIF1B_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14671|virhostnet-nrid:13885	virhostnet-miscore:0.32715574
uniprotkb:O43390	uniprotkb:P06428	uniprotkb:HNRPR_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:HNRPR_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14462|virhostnet-nrid:13683	virhostnet-miscore:0.32715574
uniprotkb:Q9BYM8	uniprotkb:P06428	uniprotkb:HOIL1_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:HOIL1_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14458|virhostnet-nrid:13679	virhostnet-miscore:0.32715574
uniprotkb:Q12874	uniprotkb:P06428	uniprotkb:SF3A3_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:SF3A3_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14567|virhostnet-nrid:13783	virhostnet-miscore:0.32715574
uniprotkb:Q07065	uniprotkb:P06428	uniprotkb:CKAP4_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:CKAP4_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14485|virhostnet-nrid:13705	virhostnet-miscore:0.32715574
uniprotkb:P61964	uniprotkb:P06430	uniprotkb:WDR5_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:WDR5_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22810586	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11768|virhostnet-nrid:11040	virhostnet-miscore:0.32715574
uniprotkb:P61964	uniprotkb:P06430	intact:EBI-540834|uniprotkb:Q91VA5|uniprotkb:Q9NWX7|uniprotkb:Q9UGP9|intact:EBI-5774097	intact:EBI-11722553	psi-mi:wdr5_human(display_long)|uniprotkb:BMP2-induced 3-kb gene protein(gene name synonym)|uniprotkb:WDR5(gene name)|psi-mi:WDR5(display_short)|uniprotkb:BIG3(gene name synonym)	psi-mi:ve7_hpv08(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0397(two hybrid array)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11738196|imex:IM-25307-791|psi-mi:MI:0471	intact-miscore:0.37
uniprotkb:O95251	uniprotkb:P06422	intact:EBI-473199|uniprotkb:B3KN74|uniprotkb:B4DFB4|uniprotkb:B4DFE0|uniprotkb:B4DF85|uniprotkb:B4DGY4|uniprotkb:E7ER15|uniprotkb:G5E9K7|intact:EBI-10986821	intact:EBI-7136851|intact:MINT-248448|intact:EBI-15990415	psi-mi:kat7_human(display_long)|uniprotkb:MYST2(gene name synonym)|uniprotkb:Lysine acetyltransferase 7(gene name synonym)|uniprotkb:KAT7(gene name)|psi-mi:KAT7(display_short)|uniprotkb:HBO1(gene name synonym)|uniprotkb:HBOa(gene name synonym)|uniprotkb:MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2(gene name synonym)|uniprotkb:Histone acetyltransferase binding to ORC1(gene name synonym)	psi-mi:ve2_hpv08(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16048824|psi-mi:MI:0471|imex:IM-25807-311	author score:44.61|intact-miscore:0.37
uniprotkb:O95251	uniprotkb:P06422	uniprotkb:KAT7_HUMAN	uniprotkb:VE2_HPV08	uniprotkb:KAT7_HUMAN	uniprotkb:VE2_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11185|virhostnet-nrid:10517	virhostnet-miscore:0.32715574
uniprotkb:P13073	uniprotkb:P06428	uniprotkb:COX41_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:COX41_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14471|virhostnet-nrid:13692	virhostnet-miscore:0.32715574
uniprotkb:P07339	uniprotkb:P06428	uniprotkb:CATD_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:CATD_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:25325|virhostnet-nrid:24169	virhostnet-miscore:0.32715574
uniprotkb:Q5VTE0	uniprotkb:P06430	uniprotkb:EF1A3_HUMAN	uniprotkb:VE7_HPV08	uniprotkb:EF1A3_HUMAN	uniprotkb:VE7_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14696|virhostnet-nrid:13909	virhostnet-miscore:0.32715574
uniprotkb:Q5VTE0	uniprotkb:P06428	uniprotkb:EF1A3_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:EF1A3_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13999|virhostnet-nrid:13235	virhostnet-miscore:0.32715574
uniprotkb:Q14118	uniprotkb:P06428	uniprotkb:DAG1_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:DAG1_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14551|virhostnet-nrid:13768	virhostnet-miscore:0.32715574
uniprotkb:P55010	uniprotkb:P06428	uniprotkb:IF5_HUMAN	uniprotkb:VE6_HPV08	uniprotkb:IF5_HUMAN	uniprotkb:VE6_HPV08	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10579	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14430|virhostnet-nrid:13651	virhostnet-miscore:0.32715574
