Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000199814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199815	0	4	1	1	1	0	0	0	0	0	3	0	1	1	0	0	0	2
ENSG00000199824	0	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	1	0
ENSG00000199827	0	6	0	0	1	0	0	1	2	0	2	1	0	1	0	0	1	2
ENSG00000199831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199833	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1
ENSG00000199836	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	4	0
ENSG00000199837	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199839	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000199840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199843	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199845	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1
ENSG00000199846	0	2	0	0	0	0	0	1	0	3	0	1	0	0	0	1	1	0
ENSG00000199849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000199855	0	1	0	0	4	0	0	0	0	0	0	1	1	0	0	0	1	0
ENSG00000199856	6	2	0	1	2	0	0	2	1	3	2	0	4	1	0	0	3	0
ENSG00000199857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199865	1	0	2	0	0	4	0	0	1	0	0	4	0	0	0	0	0	1
ENSG00000199866	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0
ENSG00000199867	0	1	0	0	1	0	0	0	4	0	0	1	0	1	0	0	0	0
ENSG00000199870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199872	0	3	0	0	3	0	0	1	1	1	0	1	1	1	0	0	2	0
ENSG00000199874	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0
ENSG00000199875	0	7	5	0	2	2	0	1	6	0	0	5	0	6	0	0	2	5
ENSG00000199878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199880	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000199881	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000199883	0	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0
ENSG00000199884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199886	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	1
ENSG00000199890	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	2	1
ENSG00000199892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199899	1	2	0	0	1	0	0	1	0	0	0	4	0	2	0	0	1	1
ENSG00000199900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199901	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199903	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199906	0	0	0	1	0	2	0	1	0	1	0	0	4	0	0	0	0	0
ENSG00000199910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199914	3	5	6	1	2	4	6	2	10	6	1	5	16	0	0	9	0	4
ENSG00000199920	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199927	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199933	0	0	0	0	1	0	1	2	0	1	1	1	0	1	0	2	0	0
ENSG00000199934	0	2	7	0	2	1	0	0	2	0	3	3	0	0	0	0	0	2
ENSG00000199936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199938	0	0	0	0	2	3	0	0	2	0	1	1	4	1	0	0	1	0
ENSG00000199940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199942	0	1	1	2	3	0	1	3	5	5	3	5	6	0	0	7	2	2
ENSG00000199944	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199953	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199960	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ENSG00000199961	0	1	1	0	4	0	1	2	0	1	1	2	4	1	0	0	0	0
ENSG00000199962	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000199963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199964	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1
ENSG00000199971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199975	1	1	2	0	3	0	0	0	0	0	2	0	0	1	0	1	0	0
ENSG00000199977	0	0	0	2	2	0	0	0	0	0	1	0	2	0	0	1	1	0
ENSG00000199979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199990	20	4	0	8	10	1	17	18	7	14	17	1	62	7	0	6	9	5
ENSG00000199994	1	2	2	1	0	0	0	1	2	1	0	0	3	0	0	1	1	2
ENSG00000200003	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000200008	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200011	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200013	2	3	0	1	1	1	0	0	0	1	0	2	1	1	0	2	0	2
ENSG00000200021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200033	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200040	0	1	2	0	2	1	0	0	0	2	0	2	0	1	0	0	1	0
ENSG00000200041	0	3	1	0	2	1	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000200047	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0
ENSG00000200048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200051	1	1	0	2	3	0	1	0	1	0	0	0	0	2	0	1	0	0
ENSG00000200052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200059	0	4	0	1	3	2	1	5	6	0	6	1	0	2	1	0	3	3
ENSG00000200060	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200063	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	2	0	0
ENSG00000200064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200065	1	3	0	2	2	0	0	2	0	0	1	0	2	1	0	0	0	0
ENSG00000200070	0	0	0	1	0	0	0	3	1	2	0	1	3	0	0	0	0	1
ENSG00000200072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200075	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000200079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200086	1	0	0	0	3	0	2	0	1	4	0	1	5	0	0	9	3	1
ENSG00000200087	7627	12048	6627	7354	11942	5831	8496	6535	14045	6020	9146	9525	21855	6525	626	3359	4804	14254
ENSG00000200089	0	1	2	3	1	1	0	2	5	3	3	2	4	2	0	1	1	5
ENSG00000200090	5	7	2	6	2	2	6	2	2	6	4	1	32	8	0	1	6	2
ENSG00000200091	2	1	0	2	1	0	0	2	4	2	4	0	3	1	0	3	7	0
ENSG00000200095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200097	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200102	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000200105	2	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	1
ENSG00000200106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200114	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	1	0	0
ENSG00000200118	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0
ENSG00000200120	1	3	0	2	2	0	1	3	4	3	2	3	9	2	0	3	0	2
ENSG00000200121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200135	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0
ENSG00000200138	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200142	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200150	0	0	1	0	1	0	2	12	10	4	8	16	4	1	0	5	9	11
ENSG00000200151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200152	0	5	1	2	3	0	0	0	0	2	0	0	6	6	0	1	0	2
ENSG00000200153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200156	188	72	101	100	201	23	325	664	325	235	538	76	619	26	7	120	297	153
ENSG00000200161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200163	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000200164	0	1	0	0	0	0	0	2	2	0	2	1	4	0	0	0	2	0
ENSG00000200168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200169	15	12	16	18	20	1	16	67	30	14	56	6	66	4	1	17	50	32
ENSG00000200170	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000200171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200175	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000200176	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000200179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200183	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000200184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200201	2	3	0	1	2	2	0	1	1	0	0	3	0	1	0	1	1	0
ENSG00000200204	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200209	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000200211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200215	6	2	2	0	1	0	1	2	5	5	2	8	5	0	0	2	3	5
ENSG00000200216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200218	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200220	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200222	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSG00000200224	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
ENSG00000200225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200227	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000200231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200235	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200237	1	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000200238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200241	1	4	0	0	4	2	0	2	6	0	1	7	1	1	0	0	2	1
ENSG00000200243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200247	0	1	0	2	0	0	0	0	2	5	0	1	2	0	0	0	0	0
ENSG00000200248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200250	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000200252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200253	4	1	0	2	1	1	1	0	1	4	0	0	13	1	0	0	0	0
ENSG00000200254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200256	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000200257	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200261	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000200262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200275	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200279	44	72	38	26	53	72	21	37	48	39	33	65	115	62	3	30	29	43
ENSG00000200281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200283	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200288	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200291	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200293	1	1	0	0	0	2	0	1	2	0	4	0	0	2	0	0	0	0
ENSG00000200294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200295	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000200296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200301	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0
ENSG00000200303	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000200304	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0
ENSG00000200305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200309	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ENSG00000200310	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200312	719	523	224	972	500	359	1148	523	532	1741	468	595	2701	468	21	532	371	560
ENSG00000200313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200314	0	0	1	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0
ENSG00000200318	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200332	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200344	0	3	0	2	3	1	0	3	2	0	0	1	1	2	0	0	1	0
ENSG00000200345	0	0	0	1	0	1	0	1	1	2	0	1	5	0	0	0	1	0
ENSG00000200347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200350	5	2	0	0	1	0	0	0	0	1	1	0	3	3	0	0	1	0
ENSG00000200351	1	1	0	0	0	0	0	0	2	1	0	0	5	0	0	2	0	1
ENSG00000200354	54	151	115	33	216	57	103	95	248	88	136	80	149	58	9	23	65	208
ENSG00000200355	1	2	0	1	1	0	0	0	0	1	0	0	0	2	0	1	0	0
ENSG00000200356	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSG00000200360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200367	4	5	1	4	2	4	1	1	9	2	3	10	10	3	0	6	0	3
ENSG00000200369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200372	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000200376	0	1	0	1	0	0	1	0	0	0	3	2	2	0	0	0	0	0
ENSG00000200377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200388	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200389	0	0	0	0	1	2	0	0	0	2	0	0	0	3	0	0	0	0
ENSG00000200390	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000200391	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000200393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200394	6	17	16	4	32	4	24	25	31	13	23	8	24	5	2	3	10	20
ENSG00000200397	1	1	0	2	0	1	1	0	1	1	0	0	3	1	0	4	0	0
ENSG00000200398	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200403	0	0	1	2	0	0	2	2	0	1	0	0	1	1	0	0	2	0
ENSG00000200406	0	2	3	2	5	4	3	3	6	8	2	8	18	1	0	0	0	9
ENSG00000200407	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200408	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0
ENSG00000200411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200419	1	0	0	1	0	0	3	0	0	0	2	0	4	0	0	1	0	0
ENSG00000200421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200428	3	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000200431	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000200432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200446	0	3	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	4
ENSG00000200448	0	3	0	0	4	0	0	2	1	0	1	2	0	0	0	0	0	1
ENSG00000200455	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000200456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200462	0	0	1	0	3	1	0	0	3	0	1	2	0	2	0	0	3	2
ENSG00000200463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200473	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000200475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200478	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000200480	10	13	10	8	13	12	6	9	13	5	11	13	17	8	0	8	10	18
ENSG00000200483	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000200484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200486	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000200487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200488	212	101	23	166	87	52	118	65	65	284	60	87	519	81	9	114	54	80
ENSG00000200492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200494	1	1	1	0	1	0	6	1	3	2	1	0	2	0	0	0	0	0
